arbitrary	biased	coherence	consensus	contentious	expected	insightful	meaningful	offensive	preferable	sensible	specificity	uncanny	unpredictable	confusing	age	bestlabel	birthsex	education	familiarity	gender	marital	poc	corpus	assignmentID	topicID	HITId	technique	suitable	objectionable	consensus_factor
49	15	1	85	72	1	1	1	1	1	20	17	1	100	12	35	NA	male	bachelors	20	man	single	white	ap	338JKRMM28DIETFC7QTOU4FIYDOAHW	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	Mei et al	21.4351148948004	63.3251567825315	42.2095299238675
4	1	32	32	61	30	27	36	1	19	38	36	1	58	65	32	NA	female	bachelors	1	woman	single	white	ap	35H6S234SCE5BYJEGBB3P2A6XLD65R	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	Mei et al	140.003220573452	58.0389263854412	15.8906465595736
23	40	59	84	63	60	79	78	1	61	58	53	62	58	11	41	NA	male	graduate	52	man	separated	white	ap	3GDTJDAPVWPQNJN81PPNQIHJPEY8MG	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	Mei et al	285.108690225351	140.109073770492	41.7129472188808
100	1	1	100	19	1	1	1	1	1	1	14	1	100	1	42	NA	female	bachelors	25	woman	married	natAmerican	ap	3MYYFCXHJ5LPC84KEJ1FW1HHR2P4GO	92	36U4VBVNQPRCVC9KJYH7KPYX86XRU8	Mei et al	4.27644212766988	21.2955284110647	49.6582704986676
66	68	38	55	79	81	71	73	62	60	65	35	31	63	60	30	NA	male	graduate	50	woman	married	white	ap	30BXRYBRP6BFL6IF8VPGCTC9QWYHWL	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	Mei et al	282.13882361418	186.2031150751	27.3120487742672
87	37	21	75	58	1	18	15	1	7	13	40	37	100	11	57	NA	female	bachelors	21	woman	divorced	white	ap	37M28K1J0SRE5ZA2VQW96HVXB63JAN	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	Mei et al	57.2638475926398	110.428208888179	37.2437028740007
28	3	70	63	17	65	77	71	1	82	67	36	16	18	28	34	NA	female	bachelors	14	woman	single	white	ap	3907X2AHF2JLM7IWDO8EXVYB8GD2PT	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	Mei et al	298.748371317623	45.1162143342728	31.2847104141606
5	32	93	81	41	88	86	76	17	89	85	67	92	29	18	34	NA	male	somecollege	21	man	single	asian	ap	3IAEQB9FMGYY9QDDMZ6QL8XBY38DW9	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	Mei et al	365.477549094982	162.720622715684	40.2231991039207
61	58	58	56	56	68	40	60	60	55	55	44	33	57	62	30	NA	male	graduate	84	man	married	black	ap	3SPJ033423HF1H85BWAP93D4EWXYJ1	54	36AZSFEYZ5EPSKHVSR5MGWVC4R4BV5	Mei et al	241.415927509798	171.005891367102	27.8086314792539
56	31	87	39	32	82	90	82	63	21	71	97	50	78	86	28	NA	male	bachelors	12	man	married	natAmerican	ap	34Q075JO1ZRB95WGDZTADBNY82L102	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	Mei et al	351.206171923724	182.894678500024	19.3667254944804
75	80	1	95	1	1	50	75	1	1	1	1	1	100	100	29	NA	male	somecollege	10	man	single	mixed	ap	3PB5A5BD0XKMVVM3GHZMZD1RI4YG73	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	Mei et al	108.861011973885	63.9159310697971	47.1753569737342
1	58	51	15	62	30	33	43	65	19	69	38	36	39	79	27	NA	female	associates	12	woman	single	white	ap	3QXNC7EIPK9TYAZBHC83SH5H6DE90M	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	Mei et al	194.328839194286	176.579435886223	7.44874057480014
56	20	20	32	27	24	25	38	19	15	17	12	31	11	10	30	NA	male	bachelors	80	man	single	white	ap	3YDTZAI2WZUS8TEHW0GCPEDBPD641O	56	3R868ACW4TQ2SLUG9AM32DZ58F1ZG9	Mei et al	106.217275243285	73.1013795114155	15.8906465595736
5	1	40	70	50	4	1	10	50	5	20	50	75	90	75	39	NA	male	somecollege	10	man	single	white	ap	337RC3OW07G4SD1096ZIIJM2038LVN	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	Mei et al	63.4888644703792	147.911907216007	34.7607893490673
45	71	54	72	72	55	56	62	51	55	55	70	41	72	68	39	NA	male	bachelors	28	man	single	asian	ap	34YB12FSQ025GYTQKN1BIVYHDTAGMV	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	Mei et al	241.365973621125	204.035302374314	35.7539547590407
60	43	64	79	57	43	61	25	62	75	69	70	34	70	72	23	NA	female	bachelors	69	woman	single	white	ap	3HL8HNGX47FKVEE1KUROVOSLCF39FQ	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	Mei et al	222.948600086706	178.107383607658	39.2300336939474
100	100	100	100	1	1	1	100	100	100	1	100	100	1	100	66	NA	male	bachelors	75	man	single	white	ap	3Q5ZZ9ZEVQTSFC229Q819G6X3H858J	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	Mei et al	171.384099546841	282.48316106386	49.6582704986676
40	1	74	93	100	64	14	53	16	24	65	22	80	100	89	39	NA	female	bachelors	10	woman	married	white	ap	3VA45EW49P1WCMOZFKVL3CJG646O1I	84	3HEADTGN2Q6C8RYKOORCGB0GMD6RVX	Mei et al	232.760365827764	135.608832605111	46.1821915637609
23	6	6	83	92	2	5	5	3	1	8	7	1	66	64	45	NA	male	somecollege	62	man	divorced	white	ap	31JLPPHS2W8SMP2E2O94R5YD4OKO3A	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	Mei et al	22.2558445712795	63.0204753901578	41.2163645138941
29	49	22	82	47	44	35	41	1	38	42	78	38	72	76	26	NA	female	somecollege	1	woman	married	white	ap	34V1S5K3GUFOCLLQJ1OK1IF8JG096N	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	Mei et al	158.7148075909	137.294428206862	40.7197818089074
32	75	57	75	85	56	81	73	20	59	59	57	57	82	40	38	NA	male	associates	60	man	single	white	ap	3FPRZHYEP0LNC9BB30VIMXSL0IEV3I	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	Mei et al	278.078840023721	193.021436816163	37.2437028740007
29	15	29	35	24	40	31	42	29	23	32	31	22	57	53	2	NA	female		50				ap	3FTOP5WARH2I4MCK3OZGHBJK2IQJ0R	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	Mei et al	149.474132967471	80.9207969609277	17.3803946745337
79	57	66	75	72	61	31	70	43	35	67	33	67	67	74	28	NA	female	bachelors	15	woman	single	white	ap	3P529IW9K0ZFWGFA9RUE0XJGC9KLFZ	80	3DFYDSXB2XEVXOQ7BT8YIYC6YP3UJJ	Mei et al	254.111308031341	181.939434540558	37.2437028740007
56	45	40	52	57	46	44	63	45	46	60	50	55	40	51	30	NA	male	bachelors	1	man	married	white	ap	3137ONMDKIJ74A1D3PDS5NT84RJEG4	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	Mei et al	217.877928004988	168.28616171748	25.8223006593071
1	11	78	84	57	75	92	92	4	100	85	59	72	67	28	39	NA	male	somecollege	56	man	single	white	ap	3E337GFOLBMBYGEQWOGBVANHIJKGNV	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	Mei et al	360.832119193548	127.206203146336	41.7129472188808
78	66	27	71	70	72	34	11	62	22	79	58	78	80	99	28	NA	male	bachelors	8	man	married	white	ap	3MRNMEIQW7KIYW1EILZOCXGV0W4LDO	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	Mei et al	193.609116804552	225.039147711643	35.257372054054
46	45	26	29	69	26	27	31	20	25	26	47	20	90	70	38	NA	female	graduate	53	woman	married	white	ap	3SUWZRL0M0R57HC7RC46TWGJADGE62	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	Mei et al	116.395160373487	130.345213782577	14.4008984446136
9	5	55	71	57	64	78	60	10	22	83	61	19	11	20	23	NA	male	bachelors	1	man	single	mixed	ap	3VSOLARPKDNPF2Y80ZQMUF3O9QO393	62	33NKDW9FFYW06EEW662ZF1YF2NBXC0	Mei et al	291.324474725297	93.0998713573467	35.257372054054
73	50	18	89	24	1	1	1	11	1	1	50	31	100	85	32	NA	male	somecollege	35	man	single	white	asd	3CCZ6YKWR9XSTHLCEIEF9C18NIH59P	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	Mei et al	18.0006595743407	111.328367233414	44.1958607438142
50	50	2	83	22	1	1	1	1	1	11	11	1	99	50	24	NA	female	bachelors	50	woman	single	white	asd	3HMVI3QICL6860S1L74J53HIK7EY1Y	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	Mei et al	14.1146294400505	58.6891364256116	41.2163645138941
19	14	14	20	18	23	31	28	6	12	27	67	32	89	25	26	NA	male	associates	50	man	single	white	asd	3KKG4CDWKKCAXYHC0DV54KVUNI494Y	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	Mei et al	105.54335641064	87.5300639392167	9.93165409973352
19	59	18	17	56	10	12	15	21	9	11	62	69	78	72	35	NA	female	bachelors	57	woman	single	white	asd	3ON104KXQMAL9UUKTO5XI435LJOW4A	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	Mei et al	56.1380485596389	176.462821459534	8.44190598477349
6	77	18	9	16	16	12	26	4	16	18	78	4	66	17	31	NA	male	associates	80	man	single	white	asd	3OXV7EAXLG42XJWA2SNAA5CMJH036W	37	31GN6YMHLQ61OVY2TNWDSNOQFMCWSH	Mei et al	77.4326805320272	121.141278114527	4.46924434488008
58	74	61	58	36	61	39	63	70	61	59	37	29	36	65	29	NA	male	bachelors	57	man	single	hispanic	asd	37ZHEEHM6Y0L1JAFL2S2GJCIESK37V	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	Mei et al	243.120875932547	172.98319934239	28.8017968892272
41	82	65	68	43	71	69	30	35	36	65	67	77	34	78	27	NA	male	bachelors	70	man	married	white	asd	3FK0YFF9P1U7OIDUNA1O5SK4RUJVVB	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	Mei et al	255.649565227899	206.117940275305	33.767623939094
35	39	55	68	43	59	40	35	55	61	32	61	32	28	62	23	NA	male	bachelors	43	man	single	asian	asd	3LRKMWOKB7VF0BK20X6GOT0PI7X2ZB	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	Mei et al	188.277939891826	155.006953062412	33.767623939094
60	84	25	94	12	22	7	8	7	7	21	29	21	67	66	24	NA	female	associates	1	woman	single	black	asd	3WMOAN2SRDBUGD4LLJFXVBQR5RHVNU	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	Mei et al	71.2051865252785	108.149108614893	46.6787742687475
50	40	60	90	70	65	75	30	20	60	60	75	90	70	60	24	NA	male	high	1	man	married	white	asd	3ZDAD0O1T3RKFFE0IU2RSVT4AKBXT0	28	31KSVEGZ356PNGYPEYW82DJUTKTWRT	Mei et al	246.638229806075	190.842097168555	44.6924434488008
71	70	84	81	72	83	71	80	78	82	83	80	74	77	75	53	NA	male	bachelors	20	man	married	white	asd	32SVAV9L3HN3KL8DS54MQAE8F0Q3AM	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	Mei et al	343.457028790794	252.360978273685	40.2231991039207
92	14	4	4	72	10	4	4	11	7	11	25	6	70	76	24	NA	male	bachelors	78	man	single	white	asd	36H9ULYP64891QRA66I1KI6O8DPJFR	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	Mei et al	28.7132589869535	78.5329936252505	1.9863308199467
92	21	95	23	87	90	87	87	80	28	74	89	97	84	14	28	NA	female	bachelors	100	woman	married	white	asd	3DIP6YHAPE6SBVVVKR14DACAG1G8EE	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	Mei et al	369.411712948246	245.538498876621	11.4214022146935
100	1	1	100	1	1	1	1	1	1	1	1	1	100	100	59	NA	male	somecollege	70	man	married	white	asd	3RSDURM96C07Q1MDXVZYCN0C9GIYEH	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	Mei et al	4.27644212766988	3.37541463681974	49.6582704986676
100	1	1	100	1	1	1	1	1	1	1	1	1	100	1	33	NA	male	bachelors	1	man	single	white	asd	3VSOLARPKDNPF2Y80ZQMUF3O9I8397	1	32CAVSKPCF3O27A3L42SEYGK46OU1W	Mei et al	4.27644212766988	3.37541463681974	49.6582704986676
100	80	1	100	1	1	1	1	1	1	1	1	1	100	100	30	NA	male	high	1	man	single	white	asd	33JKGHPFYE8BQQAC7RE68F7EEYFMNE	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	Mei et al	4.27644212766988	63.9159310697971	49.6582704986676
98	1	2	97	2	1	1	1	1	1	1	2	50	99	50	29	NA	female	associates	1	woman	married	white	asd	3QRYMNZ7F0VF3L0WGOFIUT26861TNC	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	Mei et al	5.08374903629757	37.2555628694882	48.1685223837076
64	57	60	61	61	54	55	62	58	54	58	55	62	57	60	51	NA	male	bachelors	1	man	divorced	white	asd	3R9WASFE21UZ15WEOSLN8CUERB3FZ9	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	Mei et al	247.23368124227	197.521533961812	30.2915450041872
96	1	3	77	21	1	3	3	1	1	5	10	1	100	96	36	NA	male	bachelors	1	man	single	white	asd	3STRJBFXOY5EVFFTJBN221L2EBWTK7	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	Mei et al	12.8735443992112	19.9741209533911	38.236868283974
100	14	1	92	7	1	1	1	1	1	1	11	1	100	100	26	NA	male	associates	7	man	single	black	asd	3T3IWE1XG8106IDOWG7ZYNXBDHOTQZ	29	388CL5C1RK1WNS8NEFDCFY0884RHLO	Mei et al	4.27644212766988	22.7588859244486	45.6856088587742
65	71	69	79	59	79	73	74	64	64	67	82	77	81	80	31	NA	male	graduate	95	man	single	white	asd	32VNZTT0A9IG1YDYUUVRV5VOT49R42	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	Mei et al	309.699042863705	238.24144134068	39.2300336939474
76	1	1	90	50	1	1	1	1	1	1	10	65	100	100	39	NA	male	somecollege	1	man	single	white	asd	39LOEL67OUJP1XFYV7K8UJ8DPCQ38I	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	Mei et al	4.27644212766988	78.8328636370094	44.6924434488008
72	51	19	72	29	25	34	35	64	33	30	16	65	59	76	22	NA	male	high	1	man	single	white	asd	3D8YOU6S9GYMWD9THCJBXE2MWUK6U7	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	Mei et al	122.628914486309	158.062424909273	35.7539547590407
24	9	26	8	15	11	14	12	1	18	15	30	67	77	82	30	NA	male	graduate	10	man	married	white	asd	3DEL4X4EL8ZGW1DUS0PQ0CLJPMTXYP	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	Mei et al	66.0567251806235	79.0023041436483	3.97266163989341
26	28	36	29	34	39	31	30	31	30	37	72	67	29	59	29	NA	male	associates	20	man	single	white	asd	3DI28L7YXCSA0VBAL6SPY0P22VA1EN	21	38EHZ67RIN62TEVXULW9UB3WT94MGW	Mei et al	148.191951774433	152.988604373473	14.4008984446136
1	1	5	32	14	30	1	1	1	12	8	80	1	39	42	27	NA	male	bachelors	22	man	single	white	asd	3PDJHANYK7UHRR39HDCCEZDW2MK6H8	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	Mei et al	39.3756779807678	58.6707966476	15.8906465595736
78	82	34	88	90	14	21	40	10	14	42	17	15	94	84	39	NA	male	somecollege	50	man	single	white	asd	3PM8NZGV80U7NZM81Q8WNQIHQDCQXF	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	Mei et al	129.830605426657	141.019164069366	43.6992780388275
1	76	43	100	61	1	31	35	1	1	37	1	15	100	54	25	NA	male	somecollege	1	man	single	white	asd	3UN61F00HY3YXHHY8ZE10X12T1E5RX	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	Mei et al	124.769143042994	103.566565193831	49.6582704986676
58	40	46	59	39	58	61	55	58	62	67	57	40	39	32	31	NA	male	bachelors	25	man	single	white	asd	3VELCLL3GMX269B6GHCVGIA2EWP1F5	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	Mei et al	246.245061942359	158.786870130794	29.2983795942139
13	25	8	7	91	10	32	7	4	42	10	9	14	83	95	29	NA	male	bachelors	70	man	single	white	asd	3ZY8KE4ISLHFJAHD1B7EZ5LWA2FQVN	19	3CIS7GGG66XNM84FXSX7LIZETFSEUZ	Mei et al	56.2050760070893	87.698045596681	3.47607893490673
70	63	82	61	79	60	28	81	66	75	39	31	36	27	60	27	NA	male	bachelors	70	man	married	white	asd	358010RM5G7ZS7IPNP26TDHP75SXVH	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	Mei et al	248.134659144297	186.383446971518	30.2915450041872
1	71	1	100	1	1	1	1	1	1	1	81	1	1	4	31	NA	male	bachelors	60	man	single	white	asd	3JWH6J9I9URF7Z6FG2OXUZWK20JNB0	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	Mei et al	4.27644212766988	105.692838199417	49.6582704986676
22	63	62	60	67	38	41	60	44	28	63	61	57	75	61	28	NA	female	bachelors	27	woman	single	white	asd	3PJUZCGDJ8UBGZ4ECGLILWBZP40894	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	Mei et al	226.24490741855	194.892797501947	29.7949622992006
19	77	79	64	78	71	82	15	18	12	27	33	79	27	13	31	NA	male	bachelors	36	man	single	hispanic	asd	3PJUZCGDJ8UBGZ4ECGLILWBZP8E89Q	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	Mei et al	229.882223963781	189.193854980708	31.7812931191473
1	25	55	50	55	45	45	55	5	65	50	35	10	99	90	39	NA	male	somecollege	30	man	single	white	asd	3WOKGM4L73UW5X3HJ1RLP70615A0ON	49	3CVDZS288IEWFEZ2J1QRCQ3KSU4MFX	Mei et al	213.834897302493	81.6020572008071	24.8291352493338
75	62	25	50	14	10	96	83	11	62	67	31	100	85	11	23	NA	male	bachelors	1	man	single	mixed	asd	374TNBHA8D9WN4CI6MUY64PQSJ6YQT	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	Mei et al	239.8174638473	149.471769922818	24.8291352493338
100	45	1	88	60	1	1	1	1	1	1	8	1	100	74	45	NA	female	graduate	1	woman	single	white	asd	37Z929RLGBMCJYS1OKW4TNCCV59TSO	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	Mei et al	4.27644212766988	74.1656757645908	43.6992780388275
25	72	20	82	30	13	18	22	19	5	11	12	46	82	96	26	NA	male	somecollege	30	man	single	white	asd	3QECW5O0KJFBDWUQCOJW0C2KHL25TZ	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	Mei et al	71.3866575789917	124.634240144596	40.7197818089074
36	15	32	28	68	73	72	83	36	17	80	71	8	88	25	28	NA	female	bachelors	90	woman	married	white	asd	3RU7GD8VPQ7ER6ZU73NKODBF62SPSJ	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	Mei et al	293.404381698515	125.818727867488	13.9043157396269
100	1	1	81	19	1	1	1	1	1	1	28	82	100	100	30	NA	male	bachelors	1	man	single	white	asd	3RXCAC0YIT3QV9RMQMRSDDXMTHV8GV	38	3EQPA8A375ACJNKHHG76ZQRL053JZE	Mei et al	4.27644212766988	83.8943219849712	40.2231991039207
14	20	77	75	31	61	72	77	12	78	71	29	42	25	17	33	NA	female	associates	1	woman	married	white	asd	34MAJL3QP61OIWSWJ4UVD7S8NQU34B	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	Mei et al	305.749756474573	87.575562226613	37.2437028740007
22	26	45	64	20	33	33	71	12	35	40	43	25	36	71	36	NA	female	somecollege	1	woman	single	black	asd	373ERPL3YQM0IJSO9VWZ3D7G93QTR0	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	Mei et al	190.596560022206	83.2236212032012	31.7812931191473
58	39	39	67	62	40	59	33	11	38	36	28	62	81	74	40	NA	male	bachelors	1	man	married	white	asd	3LYA37P8IS1EZTLCJPWH27FG84XBK0	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	Mei et al	175.757440918216	131.34444639153	33.2710412341073
94	25	14	77	69	6	5	4	9	7	6	75	50	75	90	29	NA	male	somecollege	1	man	single	asian	asd	3SB5N7Y3O5I8DKMJVIEDKYR4AJJ0G0	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	Mei et al	29.5513906617289	143.53902152601	38.236868283974
83	24	30	76	63	17	14	23	1	13	17	91	79	69	88	25	NA	male	bachelors	1	man	single	white	asd	3VZLGYJEYNOG1RNZOMR9EJULVGXXZG	18	3PA41K45VOIPLOH9TYK752KYZBWP7S	Mei et al	86.0651445856461	162.318122296507	37.7402855789874
90	1	2	1	88	1	2	1	1	4	2	1	3	88	93	34	NA	female	bachelors	8	woman	single	white	asd	3JRJSWSMQJZ6AYPP8A68MT4Z0FO3EH	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	Mei et al	6.79125599614579	53.0953133863715	0.496582704986676
94	23	1	100	1	1	1	1	1	1	1	50	24	100	100	31	NA	female	bachelors	1	woman	married	white	asd	3JW0YLFXRVUXIWD43UBGDWMW5E2WWF	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	Mei et al	4.27644212766988	65.403872347603	49.6582704986676
100	1	2	72	5	1	3	2	1	3	2	1	3	95	98	12	NA	male		50				asd	3M68NM076JLUGLHCDIO6S3F2PVFR6N	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	Mei et al	8.4763241425382	6.93532230249884	35.7539547590407
69	68	5	52	67	9	75	63	1	21	18	27	1	72	52	27	NA	female	associates	12	woman	single	white	asd	3VJ40NV2QK1XL608H3FV9I2BYG6TOR	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	Mei et al	144.033250816761	107.244464932384	25.8223006593071
88	100	1	100	1	1	2	58	1	1	1	100	1	100	100	31	NA	male	associates	100	man	single	white	asd	3Z4XG4ZF4A51HVMCFWRW1ZXHW718XX	10	3R868ACW4TQ2SLUG9AM32DZ58DMZGQ	Mei et al	55.2778669815535	139.476629977282	49.6582704986676
100	100	1	100	1	1	1	1	1	1	1	1	1	100	100	23	NA	male	bachelors	1	man	single	white	asd	32ZKVD547H183VD5YJ4ILLYEXIB3BH	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	Mei et al	4.27644212766988	79.242644090804	49.6582704986676
100	1	1	98	3	1	1	1	1	1	1	1	1	100	100	31	NA	male	somecollege	10	man	single	white	asd	39O5D9O87V6RD05BCJ0DW54WF3B3CO	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	Mei et al	4.27644212766988	4.4877035785998	48.6651050886942
64	40	72	66	51	76	70	73	70	43	39	66	44	62	33	22	NA	male	bachelors	73	man	single	white	asd	3RWE2M8QWJOENC35IMR8AI01BV50N8	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	Mei et al	280.897655376918	182.92922653196	32.7744585291206
1	2	1	1	1	1	1	1	1	1	45	1	1	1	1	38	NA	female	somecollege	1	woman		white	asd	3VW6495TLLE5W634XWBSJQSSRSSYY1	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	Mei et al	44.0123159041826	4.14175028787008	0.496582704986676
7	4	10	9	7	3	9	5	4	1	9	9	11	14	5	33	NA	male	bachelors	4	man	married	white	asd	3X3OR7WPZ1E6H15N1DO8Q52UPYO8L8	32	3RIHDBQ1NFCGTAQ8ERERFBFX89HMHV	Mei et al	30.4868149563318	22.8858666966825	4.46924434488008
100	1	100	100	1	1	1	1	1	1	1	1	1	100	100	31	NA	female	bachelors	60	woman	single	white	asd	374TNBHA8D9WN4CI6MUY64PQSJ6QYL	11	3UZUVSO3P89490Z6OQ6LU8IKGTPMEF	Mei et al	84.1998260818115	3.37541463681974	49.6582704986676
83	17	22	69	66	1	16	26	1	1	18	1	1	85	72	30	NA	male	bachelors	1	man	single	white	asd	3A9AA95ATY0DL41JV7ACV21NSIR5P4	11	3UZUVSO3P89490Z6OQ6LU8IKGTPMEF	Mei et al	70.6648983603124	51.7861756614774	34.2642066440806
81	7	13	11	60	10	15	15	1	1	4	43	1	86	80	31	NA	male	bachelors	88	man	single	white	asd	3IKZ72A5B6U5KGIVL4ATDPN5HX4FN1	11	3UZUVSO3P89490Z6OQ6LU8IKGTPMEF	Mei et al	48.1931544922922	66.3397645198972	5.46240975485344
95	8	1	4	1	1	20	13	83	1	5	45	22	88	92	44	NA	male	bachelors	73	man	single	white	asd	3IUZPWIU1QL6NWJNEGSDPLS1I5FKWP	11	3UZUVSO3P89490Z6OQ6LU8IKGTPMEF	Mei et al	33.7405444821904	113.232720264841	1.9863308199467
100	70	3	100	7	1	5	5	76	1	2	3	2	100	60	22	NA	male	somecollege	13	man	single	white	asd	3R6P78PK7MP9TTJATK2N49T97UNTGC	11	3UZUVSO3P89490Z6OQ6LU8IKGTPMEF	Mei et al	13.5344165708702	119.737368772154	49.6582704986676
11	100	67	100	15	29	32	21	6	60	20	98	100	100	21	31	NA	male	bachelors	100	man	single	white	asd	3DZQRBDBSNT7KHU795QDBA8E1673SS	15	3VP28W7DUOYWELYLYQGLKSZT7YMZFR	Mei et al	141.934754809964	216.028856204688	49.6582704986676
10	4	15	12	6	3	5	1	10	8	6	14	15	90	85	50	NA	male	graduate	1	man	single	asian	asd	3H7Z272LX9LRNT44NUQJCRXKECWPLP	15	3VP28W7DUOYWELYLYQGLKSZT7YMZFR	Mei et al	25.0738127927747	32.7035754330863	5.95899245984011
100	1	1	100	1	1	1	1	1	1	1	1	1	100	100	31	NA	male	associates	1	man	married	white	asd	3JPSL1DZ5UDAOP1NAOO1ZOCEKHRNAW	15	3VP28W7DUOYWELYLYQGLKSZT7YMZFR	Mei et al	4.27644212766988	3.37541463681974	49.6582704986676
75	28	9	78	50	34	37	33	18	19	16	30	19	70	20	34	NA	female	bachelors	50	woman	married	natAmerican	asd	3X87C8JFV8PZRI097G29OI1PBYAQS7	15	3VP28W7DUOYWELYLYQGLKSZT7YMZFR	Mei et al	110.493382429828	94.1861971311602	38.7334509889607
38	5	65	85	15	67	60	75	1	95	65	45	30	35	35	57	NA	female	high	10	woman	married	white	asd	3XCC1ODXDNPNQ30WSR24Y8WTPWVRQO	15	3VP28W7DUOYWELYLYQGLKSZT7YMZFR	Mei et al	284.515094034922	60.3597220681971	42.2095299238675
68	60	42	38	42	38	43	48	41	42	33	42	56	60	59	29	NA	female	high	60	woman	single	asian	asd	39K0FND3AJT467GNYN91M9NEFRHAMJ	14	3XBYQ44Z6QI23VBHIN132SKCH5QWT6	Mei et al	174.047175150649	164.131919416212	18.8701427894937
20	34	33	72	59	53	67	31	11	36	80	8	8	49	70	36	NA	male	bachelors	4	man	single	white	asd	39ZSFO5CAAAYK8O01VD06I7RI06UJ3	14	3XBYQ44Z6QI23VBHIN132SKCH5QWT6	Mei et al	226.776253564475	77.6219486091279	35.7539547590407
59	69	37	39	78	69	34	84	62	33	74	43	63	64	44	33	NA	female	somecollege	19	woman	single	black	asd	3KKG4CDWKKCAXYHC0DV54KVUNJ149S	14	3XBYQ44Z6QI23VBHIN132SKCH5QWT6	Mei et al	258.811202157252	212.645975568071	19.3667254944804
23	26	50	73	58	33	16	50	7	50	61	33	70	50	92	32	NA	male	somecollege	13	man	single	white	asd	3S3AMIZX3WJPVS78586P9EQ86G2CDX	14	3XBYQ44Z6QI23VBHIN132SKCH5QWT6	Mei et al	181.429188016876	124.433562576283	36.2505374640273
